Factura,Fecha_Conta,Nombre_Cliente,Nombre_Extran,Transporte,DESTINO,DIRECCION,Quantity
244288,2026-09-25,PARKS HOSPITALITY GUADALAJARA,"HILTON GUADALAJARA MIDTOWN, MEXICO (GDLGM)",Cobro Regreso,"GUADALAJARA, JAL.","AV  LOPEZ MATEOS NORTE 2405 INT 300, ITALIA PROVIDENCIA, 44648, GUADALAJARA, JAL",1.0
244290,2026-09-25,INMOBILIARIA 2242,JW MARRIOTT GUDALAJARA (GDLJW),Transporte LOCAL,"GUADALAJARA, JAL.","AVENIDA AMERICAS 1905 INT 12, ALDRETE, 44660, GUADALAJARA, JAL",3.0
244293,2026-09-25,UNIDAD MEDICA LA PURISIMA,UNIDAD MEDICA LA PURISIMA,Cobro Destino,"CAJEME, SON.","AV MAYO 423 OTE INT 23, ZONA NORTE, 85040, CAJEME, SON",2.0
244294,2026-09-25,AUTELES KALIONCHIZ,HOLIDAY INN MONCLOVA (LOVMX),Cobro Regreso,"MONCLOVA, COA.","BLVD HAROLD R PAPE 200, GUADALUPE, 25750, MONCLOVA, COA",1.0
244295,2026-09-25,ADRIANA ALVAREZ ALVAREZ,INSUMOS DEL NORTE,Cobro Regreso,"CD JUAREZ, CHI.","MANUEL J. CLOUTHIER #451-5, MARIA ISABEL, 32600, CD JUAREZ, CHI",25.0
244296,2026-09-25,FIDEICOMISO IRREVOCABLE DB/1616,AC MARRIOTT GUADALAJARA EXPO (GDLAR),Transporte LOCAL,"ZAPOPAN, JAL.","AV. LOPEZ MATEOS 2375, CIUDAD DEL SOL, 45050, ZAPOPAN, JAL",1.0
244297,2026-09-25,HOTELES ROMANO,LAILA HOTELS,Cobro Regreso,"CDMX, CMX.","RIO LERMA #237 ANEXO A, CUAUHTEMOC, 06500, CDMX, CMX",10.0
