Factura,Fecha_Conta,Nombre_Cliente,Nombre_Extran,Transporte,DESTINO
243967,2026-09-17,HOTELERIA SUSTENTABLE DEL PACIFICO,HOLIDAY INN EXPRESS & SUITES CIUDAD OBREGON (CENAR),Cobro Regreso,"CIUDAD OBREGON, SON."
